,Timestamp,location,merit badge,pace,rateing,week_num
26,8/5/2016 13:51:41,SV,astronomy,3,5,7
27,8/5/2016 13:34:04,SV,astronomy,4,5,7
28,8/5/2016 13:32:40,SV,astronomy,5,5,7
29,8/5/2016 15:07:12,SV,astronomy,3,4,7
30,8/5/2016 13:36:23,SV,astronomy,3,4,7
31,8/5/2016 13:51:20,SV,astronomy,3,5,7
32,8/5/2016 13:39:45,SV,astronomy,4,4,7
33,8/5/2016 14:44:00,SV,astronomy,3,5,7
34,8/5/2016 14:03:39,SV,astronomy,3,3,7
35,8/5/2016 13:47:15,SV,rowing,4,4,7
36,8/5/2016 13:45:29,SV,rowing,3,4,7
37,8/5/2016 13:49:31,SV,rowing,3,5,7
38,8/5/2016 13:47:02,SV,rowing,3,5,7
39,8/5/2016 13:48:45,SV,rowing,3,5,7
40,8/5/2016 13:44:33,SV,rowing,3,5,7
41,8/5/2016 13:43:43,SV,rowing,4,5,7
42,8/5/2016 13:44:24,SV,rowing,4,4,7
43,8/5/2016 13:43:17,SV,rowing,3,4,7
44,8/5/2016 13:51:18,SV,rowing,3,5,7
45,8/5/2016 13:43:35,SV,rowing,2,4,7
46,8/7/2016 17:45:06,SV,rowing,3,3,7
0,7/15/2016 6:28:26,NY,rowing,3,5,4
1,7/15/2016 6:29:53,NY,rowing,3,5,4
2,7/15/2016 6:30:09,NY,rowing,3,4,4
3,7/15/2016 6:30:24,NY,rowing,3,4,4
4,7/15/2016 6:31:29,NY,astronomy,4,4,4
5,7/15/2016 6:31:36,NY,rowing,4,4,4
6,7/15/2016 6:32:19,NY,rowing,4,4,4
7,7/15/2016 6:36:55,NY,rowing,3,5,4
8,7/15/2016 6:37:43,NY,rowing,5,4,4
9,7/15/2016 6:57:30,NY,rowing,3,5,4
10,7/15/2016 7:03:28,NY,rowing,4,4,4
11,7/15/2016 7:30:38,NY,astronomy,4,4,4
12,7/15/2016 7:37:15,NY,rowing,3,5,4
13,7/15/2016 7:47:54,NY,astronomy,3,4,4
14,7/15/2016 10:11:32,NY,rowing,3,4,4
15,7/15/2016 10:18:52,NY,rowing,3,4,4
0,7/22/2016 16:15:37,LA,astronomy,2,3,5
1,7/22/2016 16:16:07,LA,rowing,3,4,5
2,7/22/2016 16:16:20,LA,rowing,3,5,5
3,7/22/2016 16:17:04,LA,astronomy,3,4,5
4,7/22/2016 16:17:09,LA,rowing,3,4,5
5,7/22/2016 16:18:23,LA,astronomy,3,4,5
6,7/22/2016 16:18:45,LA,rowing,3,5,5
7,7/22/2016 16:19:58,LA,astronomy,4,4,5
8,7/22/2016 16:20:25,LA,astronomy,4,5,5
9,7/22/2016 16:20:30,LA,rowing,3,5,5
10,7/22/2016 16:23:12,LA,astronomy,3,4,5
11,7/22/2016 16:23:19,LA,astronomy,3,4,5
0,7/29/2016 15:17:19,SF,rowing,3,4,6
1,7/29/2016 16:21:52,SF,rowing,4,3,6
2,7/29/2016 16:22:54,SF,rowing,3,2,6
3,7/29/2016 16:54:46,SF,rowing,3,4,6
4,7/29/2016 22:40:39,SF,rowing,4,3,6
5,7/31/2016 23:10:54,SF,rowing,3,5,6
6,7/30/2016 11:06:02,SF,rowing,3,1,6
7,7/29/2016 15:23:30,SF,rowing,3,3,6
8,7/29/2016 15:29:56,SF,rowing,3,5,6
9,7/29/2016 15:34:35,SF,rowing,3,4,6
10,7/29/2016 15:25:23,SF,rowing,3,5,6
11,7/29/2016 15:17:52,SF,astronomy,3,5,6
12,7/29/2016 15:14:11,SF,astronomy,3,5,6
13,7/29/2016 15:13:01,SF,astronomy,3,4,6
14,7/29/2016 17:07:36,SF,astronomy,4,5,6
15,7/29/2016 15:50:15,SF,astronomy,4,5,6
16,7/29/2016 15:36:20,SF,astronomy,4,3,6
17,7/29/2016 18:46:09,SF,rowing,3,5,6
18,7/29/2016 16:09:44,SF,rowing,3,5,6
19,7/29/2016 15:00:35,SF,rowing,4,3,6
20,7/29/2016 15:02:01,SF,rowing,3,5,6
21,7/29/2016 15:09:17,SF,rowing,3,5,6
22,7/30/2016 9:00:15,SF,computer programing,3,4,6
23,7/29/2016 21:45:54,SF,computer programing,4,4,6
24,7/30/2016 13:09:48,SF,computer programing,3,4,6
0,7/1/2016 5:41:15,SG,,3,4,2
1,7/1/2016 8:52:52,SG,,3,3,2
2,7/2/2016 7:49:54,SG,,5,3,2
3,7/3/2016 19:14:57,SG,,3,3,2
4,7/3/2016 19:21:48,SG,,4,4,2
5,7/3/2016 19:27:27,SG,,3,4,2
6,7/3/2016 20:00:26,SG,,3,3,2
7,7/4/2016 3:03:20,SG,,3,3,2
0,7/8/2016 12:52:08,SV,astronomy,2,5,3
1,7/9/2016 15:22:45,SV,rowing,3,5,3
2,7/8/2016 21:26:01,SV,astronomy,3,4,3
3,7/8/2016 13:52:01,SV,rowing,3,4,3
4,7/8/2016 14:00:28,SV,rowing,4,4,3
5,7/8/2016 14:42:40,SV,rowing,3,5,3
6,7/8/2016 14:03:46,SV,rowing,4,4,3
7,7/8/2016 16:40:10,SV,rowing,4,3,3
8,7/8/2016 13:58:12,SV,rowing,4,4,3
9,7/8/2016 13:53:19,SV,rowing,4,3,3
10,7/8/2016 15:59:30,SV,rowing,2,3,3
11,7/8/2016 16:11:32,SV,rowing,4,5,3
12,7/8/2016 12:49:05,SV,astronomy,5,5,3
13,7/8/2016 12:49:16,SV,astronomy,3,4,3
14,7/8/2016 12:47:42,SV,astronomy,3,5,3
15,7/8/2016 12:43:44,SV,rowing,3,5,3
16,7/8/2016 13:55:51,SV,rowing,3,4,3
17,7/8/2016 14:02:54,SV,astronomy,3,5,3
18,7/8/2016 14:29:22,SV,astronomy,3,5,3
19,7/9/2016 17:05:33,SV,astronomy,2,5,3
20,7/8/2016 16:55:21,SV,rowing,3,3,3
21,7/8/2016 16:08:13,SV,astronomy,3,3,3
22,7/8/2016 13:56:39,SV,rowing,3,4,3
23,7/8/2016 14:03:35,SV,rowing,2,4,3
24,7/8/2016 13:51:14,SV,astronomy,5,4,3
25,7/8/2016 12:41:10,SV,rowing,4,4,3
26,7/8/2016 12:41:13,SV,rowing,4,4,3
27,7/8/2016 12:41:51,SV,rowing,3,4,3
28,7/8/2016 12:43:35,SV,rowing,3,4,3
29,7/8/2016 12:45:11,SV,rowing,3,4,3
30,7/8/2016 12:47:39,SV,rowing,3,4,3
31,7/8/2016 13:01:58,SV,rowing,4,4,3
32,7/10/2016 23:44:41,SV,astronomy,4,4,3
34,7/8/2016 16:41:06,SV,rowing,3,5,3
35,7/8/2016 13:07:39,SV,astronomy,3,5,3
36,7/8/2016 12:45:02,SV,rowing,3,5,3
0,7/1/2016 16:35:14,SF,rowing,3,2,2
1,7/1/2016 16:10:55,SF,rowing,2,3,2
2,7/1/2016 17:00:26,SF,rowing,3,3,2
3,7/3/2016 14:53:37,SF,rowing,3,3,2
4,7/1/2016 15:35:19,SF,rowing,2,4,2
5,7/1/2016 15:51:23,SF,rowing,2,4,2
6,7/1/2016 16:07:02,SF,rowing,5,4,2
7,7/1/2016 16:07:26,SF,rowing,3,4,2
8,7/1/2016 16:08:19,SF,rowing,4,4,2
9,7/1/2016 16:12:30,SF,rowing,4,4,2
10,7/1/2016 16:19:32,SF,rowing,3,4,2
11,7/1/2016 16:21:07,SF,rowing,5,4,2
12,7/1/2016 16:41:10,SF,rowing,3,4,2
13,7/1/2016 17:06:05,SF,rowing,3,4,2
14,7/1/2016 17:18:27,SF,rowing,3,4,2
15,7/1/2016 19:06:08,SF,rowing,2,4,2
16,7/2/2016 0:32:56,SF,rowing,3,4,2
17,7/1/2016 16:05:40,SF,rowing,3,5,2
18,7/1/2016 16:07:13,SF,rowing,2,5,2
19,7/1/2016 16:07:24,SF,rowing,3,5,2
20,7/1/2016 16:07:58,SF,rowing,3,5,2
21,7/1/2016 16:07:58,SF,rowing,4,5,2
22,7/1/2016 16:08:49,SF,rowing,3,5,2
23,7/1/2016 16:10:20,SF,rowing,3,5,2
24,7/1/2016 16:10:46,SF,rowing,2,5,2
25,7/1/2016 16:12:17,SF,rowing,3,5,2
26,7/1/2016 16:19:33,SF,rowing,4,5,2
27,7/1/2016 16:22:03,SF,rowing,3,5,2
28,7/1/2016 16:10:34,SF,astronomy,4,4,2
29,7/1/2016 16:23:13,SF,astronomy,5,4,2
30,7/1/2016 16:07:04,SF,astronomy,3,5,2
31,7/1/2016 16:15:04,SF,astronomy,3,5,2
32,7/1/2016 16:15:41,SF,astronomy,3,5,2
33,7/1/2016 16:16:13,SF,astronomy,3,5,2
34,7/1/2016 16:17:34,SF,astronomy,3,5,2
35,7/1/2016 16:18:02,SF,astronomy,3,5,2
36,7/1/2016 16:18:02,SF,astronomy,3,5,2
37,7/1/2016 15:40:51,SF,rowing,3,3,2
38,7/1/2016 15:38:22,SF,rowing,2,4,2
39,7/1/2016 15:40:24,SF,rowing,3,4,2
40,7/1/2016 15:40:28,SF,rowing,3,4,2
41,7/1/2016 15:42:15,SF,rowing,3,4,2
42,7/1/2016 15:49:06,SF,rowing,4,4,2
43,7/1/2016 15:50:59,SF,rowing,4,4,2
44,7/1/2016 16:20:36,SF,rowing,4,4,2
45,7/1/2016 17:13:25,SF,rowing,4,4,2
46,7/5/2016 9:48:32,SF,rowing,3,4,2
47,7/5/2016 16:07:37,SF,rowing,4,4,2
48,7/5/2016 16:10:40,SF,rowing,3,4,2
49,7/5/2016 16:11:11,SF,rowing,3,4,2
50,7/1/2016 16:24:01,SF,rowing,4,5,2
51,7/4/2016 18:31:39,SF,rowing,3,5,2
52,7/5/2016 9:39:22,SF,rowing,3,5,2
53,7/5/2016 10:15:27,SF,rowing,3,5,2
54,7/5/2016 16:09:01,SF,rowing,3,5,2
55,7/2/2016 12:45:15,SF,computer programing,3,1,2
56,7/2/2016 12:49:55,SF,computer programing,3,2,2
57,7/5/2016 12:00:21,SF,computer programing,3,2,2
58,7/1/2016 15:35:33,SF,computer programing,3,5,2
59,7/2/2016 21:55:49,SF,computer programing,3,5,2
60,7/5/2016 11:30:35,SF,computer programing,3,5,2
61,7/5/2016 18:24:11,SF,computer programing,3,5,2
0,6/23/2016 15:55:12,LA,,4,3,1
1,6/23/2016 16:14:04,LA,,4,4,1
2,6/24/2016 0:18:42,LA,,4,4,1
3,6/24/2016 6:59:42,LA,,4,4,1
4,6/24/2016 9:40:16,LA,,5,4,1
5,6/23/2016 22:07:29,LA,,4,5,1
6,6/24/2016 9:34:14,LA,,3,5,1
0,7/29/2016 1:07:23,Taipei,,3,5,6
1,7/29/2016 1:08:46,Taipei,,4,5,6
2,7/29/2016 1:11:16,Taipei,,3,5,6
3,7/29/2016 1:13:23,Taipei,,3,5,6
4,7/29/2016 1:13:56,Taipei,,3,4,6
5,7/29/2016 1:17:27,Taipei,,3,4,6
6,7/29/2016 1:22:25,Taipei,,4,3,6
7,7/29/2016 1:27:55,Taipei,,3,3,6
8,7/29/2016 1:28:54,Taipei,,2,5,6
9,7/29/2016 1:29:23,Taipei,,4,4,6
10,7/29/2016 1:46:49,Taipei,,4,5,6
11,7/29/2016 21:20:05,Taipei,,3,5,6
0,7/29/2016 13:46:28,SV,rowing,3,4,6
1,7/29/2016 13:52:16,SV,rowing,3,5,6
2,7/29/2016 16:10:41,SV,rowing,4,5,6
3,7/29/2016 15:10:27,SV,rowing,3,4,6
4,7/29/2016 14:18:21,SV,rowing,3,3,6
5,7/29/2016 15:25:45,SV,rowing,3,3,6
6,7/29/2016 16:41:48,SV,rowing,3,4,6
7,7/29/2016 15:26:20,SV,rowing,3,5,6
8,7/29/2016 13:20:33,SV,rowing,2,2,6
9,7/29/2016 13:24:45,SV,rowing,3,4,6
10,7/29/2016 13:47:43,SV,rowing,3,3,6
11,7/29/2016 15:31:26,SV,rowing,3,5,6
12,7/29/2016 15:28:06,SV,rowing,2,5,6
13,7/29/2016 13:44:38,SV,astronomy,3,3,6
14,7/29/2016 15:36:04,SV,astronomy,3,4,6
15,7/29/2016 13:26:06,SV,astronomy,3,4,6
16,7/29/2016 15:02:27,SV,astronomy,3,5,6
17,7/29/2016 15:15:48,SV,astronomy,3,4,6
18,7/29/2016 13:35:17,SV,astronomy,4,4,6
19,7/29/2016 13:27:19,SV,astronomy,4,4,6
20,7/29/2016 14:40:29,SV,astronomy,4,3,6
21,7/29/2016 15:06:33,SV,astronomy,3,4,6
22,7/29/2016 15:17:23,SV,astronomy,4,4,6
23,7/29/2016 13:23:48,SV,astronomy,2,4,6
24,7/29/2016 13:17:25,SV,rowing,3,5,6
25,7/29/2016 13:19:14,SV,rowing,2,5,6
26,7/29/2016 13:17:38,SV,rowing,3,5,6
27,7/29/2016 13:46:22,SV,rowing,4,5,6
28,7/29/2016 13:21:13,SV,rowing,4,3,6
29,7/29/2016 13:11:56,SV,rowing,3,4,6
30,7/29/2016 13:15:55,SV,rowing,3,4,6
31,7/29/2016 13:16:10,SV,rowing,3,4,6
32,7/29/2016 13:19:58,SV,rowing,3,4,6
33,7/29/2016 13:17:35,SV,rowing,3,5,6
34,7/29/2016 13:24:51,SV,rowing,2,4,6
0,7/22/2016 13:29:33,NY,rowing,5,5,5
1,7/22/2016 13:35:20,NY,rowing,3,5,5
2,7/22/2016 13:36:39,NY,rowing,3,4,5
3,7/22/2016 13:37:15,NY,rowing,3,4,5
4,7/22/2016 13:40:21,NY,rowing,3,5,5
5,7/22/2016 13:44:52,NY,rowing,4,4,5
6,7/22/2016 13:50:50,NY,astronomy,5,3,5
7,7/22/2016 13:50:50,NY,rowing,4,4,5
8,7/22/2016 13:51:22,NY,rowing,4,5,5
9,7/22/2016 13:51:35,NY,astronomy,3,4,5
10,7/22/2016 13:51:36,NY,rowing,3,4,5
11,7/22/2016 13:51:44,NY,astronomy,4,4,5
12,7/22/2016 13:52:05,NY,rowing,3,4,5
13,7/22/2016 13:52:19,NY,rowing,3,4,5
14,7/22/2016 13:52:41,NY,astronomy,3,5,5
15,7/22/2016 13:53:19,NY,rowing,3,4,5
16,7/22/2016 13:53:31,NY,astronomy,3,5,5
17,7/22/2016 13:53:56,NY,rowing,3,4,5
18,7/22/2016 13:54:46,NY,astronomy,3,5,5
19,7/22/2016 13:54:52,NY,rowing,3,5,5
20,7/22/2016 13:57:13,NY,astronomy,3,4,5
0,7/29/2016 0:19:08,HK,,3,5,6
1,7/29/2016 0:22:41,HK,,3,4,6
2,7/29/2016 0:23:17,HK,,3,5,6
0,7/15/2016 13:20:35,LA,,3,5,4
1,7/15/2016 13:22:22,LA,,3,5,4
2,7/15/2016 14:35:15,LA,,3,5,4
3,7/15/2016 15:05:10,LA,,4,5,4
4,7/15/2016 15:12:36,LA,,3,3,4
5,7/15/2016 16:59:37,LA,,3,4,4
6,7/15/2016 17:10:52,LA,,3,4,4
7,7/15/2016 19:32:26,LA,,3,4,4
0,8/5/2016 11:13:01,SF,rowing,5,5,7
1,8/5/2016 11:17:11,SF,rowing,3,3,7
2,8/5/2016 11:17:52,SF,rowing,3,5,7
3,8/5/2016 11:18:01,SF,rowing,4,5,7
4,8/5/2016 11:20:15,SF,rowing,3,4,7
5,8/5/2016 11:21:10,SF,rowing,3,5,7
6,8/5/2016 12:11:04,SF,rowing,3,5,7
7,8/5/2016 19:14:21,SF,rowing,4,4,7
8,8/5/2016 11:39:18,SF,astronomy,3,5,7
9,8/5/2016 12:27:18,SF,astronomy,4,5,7
10,8/5/2016 11:20:43,SF,rowing,3,4,7
11,8/5/2016 11:38:52,SF,rowing,4,4,7
12,8/5/2016 11:56:23,SF,rowing,3,5,7
13,8/5/2016 12:35:08,SF,rowing,3,5,7
14,8/7/2016 10:45:47,SF,rowing,5,4,7
15,8/5/2016 11:21:38,SF,computer programing,3,5,7
16,8/8/2016 8:35:18,SF,computer programing,3,1,7
17,8/8/2016 8:39:01,SF,computer programing,5,3,7
18,8/8/2016 9:41:39,SF,computer programing,2,2,7
0,7/8/2016 6:21:11,NY,rowing,3,4,3
1,7/8/2016 6:21:29,NY,rowing,3,5,3
2,7/8/2016 6:21:35,NY,rowing,3,4,3
3,7/8/2016 6:21:46,NY,rowing,3,5,3
4,7/8/2016 6:22:10,NY,rowing,2,4,3
5,7/8/2016 6:22:35,NY,astronomy,4,4,3
6,7/8/2016 6:22:50,NY,rowing,4,4,3
7,7/8/2016 6:23:09,NY,rowing,3,5,3
8,7/8/2016 6:23:28,NY,astronomy,4,4,3
9,7/8/2016 6:23:49,NY,rowing,4,4,3
10,7/8/2016 6:23:50,NY,astronomy,4,4,3
11,7/8/2016 6:24:25,NY,rowing,4,4,3
12,7/8/2016 6:26:03,NY,rowing,3,4,3
13,7/8/2016 6:26:30,NY,astronomy,3,4,3
14,7/8/2016 6:26:40,NY,rowing,4,5,3
15,7/8/2016 6:26:49,NY,rowing,3,4,3
16,7/8/2016 6:27:01,NY,astronomy,4,4,3
17,7/8/2016 6:27:14,NY,astronomy,4,5,3
18,7/8/2016 6:27:31,NY,rowing,4,4,3
19,7/8/2016 6:27:49,NY,rowing,4,4,3
20,7/8/2016 6:28:49,NY,astronomy,3,5,3
21,7/8/2016 6:28:56,NY,rowing,4,3,3
22,7/8/2016 6:29:05,NY,rowing,3,5,3
23,7/8/2016 6:33:10,NY,rowing,3,5,3
24,7/8/2016 6:36:23,NY,rowing,4,4,3
25,7/8/2016 6:36:36,NY,astronomy,3,5,3
26,7/8/2016 6:38:24,NY,astronomy,3,5,3
27,7/8/2016 12:14:54,NY,rowing,3,4,3
0,6/24/2016 14:02:56,SF,rowing,2,3,1
1,6/23/2016 14:48:47,SF,rowing,3,3,1
2,6/24/2016 9:50:50,SF,rowing,4,3,1
3,6/24/2016 13:21:09,SF,rowing,5,3,1
4,6/23/2016 13:21:46,SF,rowing,2,4,1
5,6/24/2016 13:58:52,SF,rowing,2,4,1
6,6/24/2016 14:12:41,SF,rowing,2,4,1
7,6/23/2016 13:19:38,SF,rowing,3,4,1
8,6/24/2016 9:49:30,SF,rowing,3,4,1
9,6/24/2016 9:53:41,SF,rowing,3,4,1
10,6/24/2016 9:54:45,SF,rowing,3,4,1
11,6/24/2016 11:37:05,SF,rowing,3,4,1
12,6/24/2016 11:40:59,SF,rowing,3,4,1
13,6/24/2016 11:46:04,SF,rowing,3,4,1
14,6/24/2016 13:07:03,SF,rowing,3,4,1
15,6/24/2016 13:11:15,SF,rowing,3,4,1
16,6/24/2016 13:20:57,SF,rowing,3,4,1
17,6/24/2016 13:27:16,SF,rowing,3,4,1
18,6/24/2016 13:33:49,SF,rowing,3,4,1
19,6/24/2016 13:37:25,SF,rowing,3,4,1
20,6/24/2016 13:38:57,SF,rowing,3,4,1
21,6/23/2016 16:11:39,SF,rowing,4,4,1
22,6/24/2016 9:51:03,SF,rowing,4,4,1
23,6/24/2016 13:58:11,SF,rowing,4,4,1
24,6/24/2016 14:07:33,SF,rowing,4,4,1
25,6/24/2016 15:34:30,SF,rowing,4,4,1
26,6/24/2016 13:16:51,SF,rowing,5,4,1
27,6/24/2016 14:05:35,SF,rowing,5,4,1
28,6/25/2016 20:09:34,SF,rowing,2,4,1
29,6/24/2016 13:32:30,SF,rowing,2,5,1
30,6/24/2016 14:05:44,SF,rowing,2,5,1
31,6/23/2016 13:17:43,SF,rowing,3,5,1
32,6/23/2016 14:44:06,SF,rowing,3,5,1
33,6/24/2016 9:49:15,SF,rowing,3,5,1
34,6/24/2016 9:49:18,SF,rowing,3,5,1
35,6/24/2016 9:50:06,SF,rowing,3,5,1
36,6/24/2016 9:50:19,SF,rowing,3,5,1
37,6/24/2016 11:34:57,SF,rowing,3,5,1
38,6/24/2016 13:05:10,SF,rowing,3,5,1
39,6/24/2016 13:07:59,SF,rowing,3,5,1
40,6/24/2016 13:09:46,SF,rowing,3,5,1
41,6/24/2016 13:18:32,SF,rowing,3,5,1
42,6/24/2016 13:27:04,SF,rowing,3,5,1
43,6/24/2016 13:27:52,SF,rowing,3,5,1
44,6/24/2016 13:38:21,SF,rowing,3,5,1
45,6/24/2016 13:38:29,SF,rowing,3,5,1
46,6/24/2016 14:01:31,SF,rowing,3,5,1
47,6/24/2016 15:38:31,SF,rowing,3,5,1
48,6/23/2016 13:19:41,SF,rowing,4,5,1
49,6/23/2016 13:19:58,SF,rowing,4,5,1
50,6/24/2016 9:50:59,SF,rowing,4,5,1
51,6/24/2016 9:51:08,SF,rowing,4,5,1
52,6/24/2016 11:05:49,SF,rowing,4,5,1
53,6/24/2016 13:34:12,SF,rowing,4,5,1
54,6/24/2016 15:38:21,SF,rowing,4,5,1
55,6/24/2016 16:23:30,SF,rowing,4,5,1
56,6/25/2016 19:10:35,SF,rowing,3,5,1
57,6/25/2016 21:41:09,SF,rowing,3,5,1
58,6/24/2016 13:34:08,SF,astronomy,3,4,1
59,6/24/2016 13:36:37,SF,astronomy,3,4,1
60,6/24/2016 13:39:47,SF,astronomy,4,4,1
61,6/24/2016 13:32:17,SF,astronomy,3,5,1
62,6/24/2016 13:34:38,SF,astronomy,3,5,1
63,6/24/2016 13:35:43,SF,astronomy,3,5,1
64,6/24/2016 13:36:49,SF,astronomy,3,5,1
65,6/24/2016 14:11:08,SF,astronomy,3,5,1
66,6/24/2016 13:35:31,SF,astronomy,4,5,1
67,6/24/2016 13:45:54,SF,astronomy,4,5,1
68,6/27/2016 15:01:42,SF,rowing,3,3,1
69,6/24/2016 11:41:34,SF,rowing,3,4,1
70,6/24/2016 11:47:36,SF,rowing,3,4,1
